xadni	x1 is a/the body/corpus/corpse of x2; (adjective:) x1 is corporal/corporeal.	- body
xagji	x1 hungers for x2; x1 needs/wants food/fuel x2.	- be hungry
xagri	x1 is a oboe/clarinet/saxophone [reed musical instrument] with reed x2.	- reed; instrument
xajmi	x1 is funny/comical to x2 in property/aspect x3 (nu/ka); x3 is what is funny about x1 to x2.	- funny
xaksu	x1 (event) uses up/depletes/consumes/[wastes] x2 [resource].	- use up<br>- consume; use up<br>- spend; consume
xalbo	x1 uses levity/is non-serious/frivolous about x2 (abstraction).	- levity
xalka	x1 is a quantity of/contains/is made of alcohol of type x2 from source/process x3.	- alcohol
xalni	x1 (person) is panicked by crisis x2 (event/state).	- panic
xamgu	x1 (object/event) is good/beneficial/nice/[acceptable] for x2 by standard x3.	- beneficial<br>- good<br>- nice<br>- fine; satisfactory<br>- satisfactory<br>- well; satisfactory
xampo	x1 is x2 ampere(s) [metric unit] in current (default is 1) by standard x3.	- ampere
xamsi	x1 is a sea/ocean/gulf/[atmosphere] of planet x2, of fluid x3; (adjective:) x1 is marine.	- sea
xance	x1 is a/the hand [body-part] of x2; [metaphor: manipulating tool, waldo].	- hand; body part
xanka	x1 is nervous/anxious about x2 (abstraction) under conditions x3.	- nervous<br>- worry; be anxious about
xanri	x1 [concept] exists in the imagination of/is imagined by/is imaginary to x2.	- imaginary
xanto	x1 is an elephant of species/breed x2.	- elephant
xarci	x1 is a weapon/arms for use against x2 by x3.	- weapon<br>- arm; weapon
xarju	x1 is a pig/hog/swine/[boar] [pork/ham/bacon-producer] of species/breed x2.	- pig
xarnu	x1 is stubborn/willfully opposing/resisting x2 about x3 (event/state).	- stubborn
xasli	x1 is a donkey/jackass of species/breed x2.	- donkey
xasne	x1 is a/the sweat/perspiration from body x2, excreted by gland(s)/organs x3.	- sweat
xatra	x1 is a letter/missive/[note] to intended audience x2 from author/originator x3 with content x4.	- letter
xatsi	x1 is 10^{-18} of x2 in dimension/aspect x3 (default is units).	- 1E-18
xazdo	x1 reflects Asiatic culture/nationality/geography in aspect x2.	- Asiatic
xebni	x1 hates/despises x2 (object/abstraction); x1 is full of hate for x2; x2 is odious to x1.	- hate
xebro	x1 reflects Hebrew/Jewish/Israeli culture/nationality/language in aspect x2.	- Hebrew
xecto	x1 is a hundred [100; 10^2] of x2 in dimension/aspect x3 (default is units).	- 100
xedja	x1 is a/the jaw [body-part] of x2.	- jaw
xekri	x1 is black/extremely dark-colored [color adjective].	- black
xelso	x1 reflects Greek/Hellenic culture/nationality/language in aspect x2.	- Greek
xendo	x1 (person) is kind to x2 in actions/behavior x3.	- kind
xenru	x1 regrets/rues (abstraction) x2; x1 is regretful/rueful/sorry/[remorseful] about x2.	- regret
xexso	x1 is 10^{18} of x2 in dimension/aspect x3 (default is units).	- 1E18
xindo	x1 reflects Hindi language/culture/religion in aspect x2.	- Hindi
xinmo	x1 is a quantity of ink of color/pigment x2 used by writing device x3.	- ink
xirma	x1 is a horse/equine/[colt/mare/stallion/pony] of species/breed x2.	- horse
xislu	x1 is a wheel [tool] of device/vehicle x2, made of materials/having properties x3.	- wheel
xispo	x1 reflects Hispano-American culture/nationalities in aspect x2.	- Latino; Hispanic<br>- Hispanic
xlali	x1 is bad for x2 by standard x3; x1 is poor/unacceptable to x2.	- bad
xlura	x1 (agent) influences/lures/tempts x2 into action/state x3 by influence/threat/lure x4.	- influence<br>- lead; draw/direct by influence
xotli	x1 is a hotel/inn/hostel at location x2 operated by x3.	- hotel
xrabo	x1 reflects Arabic-speaking culture/nationality in aspect x2.	- Arabic
xrani	x1 (event) injures/harms/damages victim x2 in property x3 (ka) resulting in injury x4 (state).	- injure
xriso	x1 pertains to the Christian religion/culture/nationality in aspect x2.	- Christian
xruba	x1 is a quantity of buckwheat/rhubarb/sorrel grass of species/strain x2.	- buckwheat
xruki	x1 is a turkey [food/bird] of species/breed x2.	- turkey; bird
xrula	x1 is a/the flower/blossom/bloom [body-part] of plant/species x2; (adjective:) x1 is floral.	- flower
xruti	x1 (agent) returns x2 to origin/earlier state x3 from x4; x1 moves/gives x2 back to x3 from x4.	- return; to an earlier state<br>- undo
xukmi	x1 is an instance of substance/chemical/drug x2 (individual or mass) with purity x3.	- chemical
xunre	x1 is red/crimson/ruddy [color adjective].	- red
xurdo	x1 reflects Urdu language/culture/nationality in aspect x2.	- Urdu
xusra	x1 (agent) asserts/claims/declares x2 (du'u) is true [can be used for epistemology of authority].	- declare; claim<br>- assert<br>- claim; state a fact
xutla	x1 is smooth/even/[soft/silky] in texture/regularity.	- smooth
zabna	x1 is favorable/great/superb/fabulous/dandy/outstanding/swell/admirable/nice/commendable/delightful/desirable/enjoyable/laudable/likable/lovable/wonderful/praiseworthy/high-quality/cool in property x2 by standard x3; x1 rocks in aspect x2 according to x3	- favorable
zajba	x1 is a gymnast at/performs gymnastics feat x2.	- gymnast
zalvi	x1 [individual or mass of hard surfaces] grinds/pulverizes/crushes x2 into powder x3.	- grind
zanru	x1 approves of/gives favor to plan/action x2 (object/event).	- approve
zarci	x1 is a market/store/exchange/shop(s) selling/trading (for) x2, operated by/with participants x3.	- market<br>- shop; store
zargu	x1 is a/the buttock(s)/arse/rear/seat [body-part] of x2; [metaphor: rounded surface, support].	- behind; body part<br>- rear; body part<br>- arse; body part<br>- buttock<br>- butt; body part<br>- ass; body part
zasni	x1 is temporary/not permanent/expected to change in property x2 (ka) by standard/expectant x3.	- temporary
zasti	x1 exists/is real/actual/reality for x2 under metaphysics x3.	- exist
zbabu	x1 is a quantity of/contains/is made of soap from source x2 of composition including x3.	- soap
zbani	x1 is a bay in/of coast/shoreline x2.	- bay
zbasu	x1 makes/assembles/builds/manufactures/creates x2 out of materials/parts/components x3.	- build; form by combining materials<br>- make<br>- manufacture
zbepi	x1 is a pedestal/base/stand/pallet supporting x2 (object/event), of materials/properties x3.	- pedestal
zdani	x1 is a nest/house/lair/den/[home] of/for x2.	- nest
zdile	x1 (abstract) is amusing/entertaining to x2 in property/aspect x3; x3 is what amuses x2 about x1.	- amusing
zekri	x1 (event/state) is a punishable crime/[taboo/sin] to people/culture/judges/jury x2.	- crime
zenba	x1 (experiencer) increases/is incremented/augmented in property/quantity x2 by amount x3.	- increase
zepti	x1 is 10^{-21} of x2 in dimension/aspect x3 (default is units).	- 1E-21
zetro	x1 is 10^{21} of x2 in dimension/aspect x3 (default is units).	- zetta; prefix<br>- 1E21
zgana	x1 observes/[notices]/watches/beholds x2 using senses/means x3 under conditions x4.	- observe
zgike	x1 is music performed/produced by x2 (event).	- music
zifre	x1 is free/at liberty to do/be x2 (event/state) under conditions x3.	- free; experiencing freedom
zinki	x1 is a quantity of/contains/is made of zinc (Zn); [metaphor: hard metal].	- zinc
zirpu	x1 is purple/violet [color adjective].	- purple
zivle	x1 (agent) invests resources x2 in investment x3 expecting return/profit x4 (object(s)/event).	- invest
zmadu	x1 exceeds/is more than x2 in property/quantity x3 (ka/ni) by amount/excess x4.	- more
zmiku	x1 is automatic in function x2 under conditions x3.	- automatic
zukte	x1 is a volitional entity employing means/taking action x2 for purpose/goal x3/to end x3.	- act
zumri	x1 is a quantity of maize/corn [grain] of species/strain x2.	- maize
zungi	x1 feels guilt/remorse about x2 (abstraction).	- guilt
zunle	x1 is to the left/left-hand side of x2 which faces/in-frame-of-reference x3.	- left
zunti	x1 (evt./state) interferes with/hinders/disrupts x2 (evt./state/process) due to quality x3 (ka).	- interfere
zutse	x1 sits [assumes sitting position] on surface x2.	- sit
zvati	x1 (object/event) is at/attending/present at x2 (event/location).	- at
